destination,duration_days,travelers,hotel_rating,transportation,season,activities_count,food_preference,travel_style,total_budget
Goa,11,7,3,Train,Shoulder,21,Fine Dining,Moderate,573810
Paris,8,4,3,Flight,Shoulder,10,Vegetarian,Luxury,1159960
Kerala,11,2,2,Flight,Off-Peak,18,Fine Dining,Budget,112070
Ladakh,12,2,5,Car,Peak,2,Street Food,Budget,329390
Paris,8,7,5,Flight,Peak,1,Vegetarian,Luxury,3754450
Dubai,4,3,3,Flight,Peak,12,Vegetarian,Moderate,300120
Andaman,10,3,2,Train,Off-Peak,26,Street Food,Moderate,216220
Andaman,4,7,5,Train,Shoulder,3,Vegetarian,Luxury,522640
Ladakh,9,2,1,Flight,Off-Peak,8,Non-Veg,Luxury,116240
Dubai,12,6,4,Flight,Peak,9,Street Food,Budget,982500
Kerala,4,1,1,Car,Off-Peak,8,Fine Dining,Luxury,37130
Udaipur,13,3,3,Bus,Off-Peak,30,Vegetarian,Budget,199730
Manali,6,6,2,Car,Peak,11,Vegetarian,Luxury,252960
Dubai,10,7,1,Flight,Shoulder,2,Fine Dining,Luxury,895050
Singapore,4,5,1,Flight,Shoulder,6,Fine Dining,Moderate,464900
Singapore,8,6,1,Flight,Off-Peak,19,Vegetarian,Moderate,821060
Dubai,10,6,4,Flight,Shoulder,23,Fine Dining,Budget,980980
Andaman,7,6,4,Bus,Peak,17,Street Food,Luxury,695440
Rishikesh,9,7,3,Flight,Off-Peak,20,Non-Veg,Budget,334780
Dubai,2,7,2,Flight,Peak,5,Vegetarian,Budget,399320
Singapore,13,4,5,Flight,Shoulder,1,Fine Dining,Moderate,1383860
Ladakh,12,8,1,Bus,Off-Peak,1,Non-Veg,Luxury,304480
Varanasi,3,5,5,Train,Shoulder,4,Non-Veg,Luxury,199280
Ladakh,3,2,3,Train,Off-Peak,1,Fine Dining,Budget,29510
Kerala,10,4,5,Flight,Peak,24,Street Food,Moderate,611530
Goa,11,6,2,Flight,Off-Peak,26,Street Food,Budget,279540
Ladakh,10,7,5,Train,Shoulder,27,Fine Dining,Moderate,1378330
Kerala,11,3,3,Bus,Off-Peak,12,Non-Veg,Luxury,243890
Paris,10,1,1,Flight,Off-Peak,7,Non-Veg,Budget,146070
Goa,8,6,4,Train,Shoulder,22,Street Food,Moderate,390940
Dubai,9,1,5,Flight,Shoulder,9,Fine Dining,Luxury,498590
Ladakh,13,5,5,Flight,Off-Peak,31,Fine Dining,Budget,923250
Varanasi,12,4,1,Car,Shoulder,23,Fine Dining,Luxury,348120
Rishikesh,13,8,3,Train,Shoulder,18,Vegetarian,Luxury,657750
Dubai,6,7,2,Flight,Shoulder,15,Fine Dining,Budget,708390
Dubai,3,8,4,Flight,Shoulder,6,Non-Veg,Moderate,649990
Varanasi,14,6,1,Bus,Off-Peak,28,Fine Dining,Budget,339570
Udaipur,10,7,2,Car,Peak,30,Vegetarian,Luxury,672840
Varanasi,13,3,1,Bus,Shoulder,13,Vegetarian,Budget,82060
Varanasi,11,8,2,Flight,Shoulder,10,Non-Veg,Luxury,459700
Rishikesh,14,4,3,Bus,Off-Peak,11,Street Food,Moderate,181840
Goa,11,5,4,Train,Peak,6,Vegetarian,Moderate,439340
Jaipur,5,5,5,Flight,Shoulder,14,Non-Veg,Moderate,357830
Varanasi,14,7,4,Car,Shoulder,7,Fine Dining,Moderate,717820
Andaman,2,6,2,Train,Shoulder,1,Street Food,Moderate,46420
Paris,8,3,4,Flight,Peak,2,Fine Dining,Luxury,1153730
Paris,14,5,5,Flight,Off-Peak,5,Vegetarian,Luxury,3172590
Paris,10,6,4,Flight,Shoulder,24,Non-Veg,Luxury,2636220
Goa,4,2,3,Car,Off-Peak,11,Non-Veg,Luxury,70410
Goa,12,8,4,Flight,Shoulder,36,Non-Veg,Budget,791070
Andaman,4,7,3,Flight,Off-Peak,6,Street Food,Moderate,213390
Ladakh,6,7,1,Flight,Off-Peak,1,Street Food,Moderate,128760
Singapore,11,2,5,Flight,Off-Peak,5,Street Food,Moderate,466200
Manali,4,5,3,Flight,Shoulder,10,Non-Veg,Moderate,149820
Manali,8,5,5,Train,Off-Peak,22,Non-Veg,Luxury,701300
Varanasi,12,8,3,Flight,Shoulder,23,Street Food,Moderate,411510
Goa,9,1,3,Flight,Off-Peak,20,Fine Dining,Luxury,128150
Jaipur,12,5,2,Car,Shoulder,35,Street Food,Luxury,396510
Varanasi,8,3,2,Train,Off-Peak,9,Vegetarian,Moderate,70340
Paris,5,5,1,Flight,Shoulder,4,Fine Dining,Luxury,1087110
Manali,2,1,1,Flight,Shoulder,6,Fine Dining,Moderate,21580
Jaipur,14,5,5,Car,Peak,5,Fine Dining,Luxury,1707000
Kerala,4,6,3,Train,Off-Peak,6,Street Food,Moderate,94840
Varanasi,6,8,3,Flight,Off-Peak,11,Fine Dining,Moderate,315510
Dubai,7,3,2,Flight,Peak,18,Fine Dining,Moderate,398350
Goa,14,6,4,Train,Shoulder,32,Fine Dining,Luxury,1132500
Andaman,8,1,2,Bus,Off-Peak,9,Vegetarian,Budget,36450
Jaipur,5,5,4,Flight,Peak,8,Vegetarian,Moderate,231550
Bali,9,2,3,Flight,Off-Peak,16,Street Food,Luxury,338110
Paris,5,5,1,Flight,Off-Peak,6,Fine Dining,Luxury,1110430
Goa,10,4,4,Car,Shoulder,23,Street Food,Budget,244670
Goa,5,7,1,Flight,Shoulder,6,Vegetarian,Luxury,244920
Singapore,3,8,1,Flight,Shoulder,8,Fine Dining,Luxury,1052130
Rishikesh,8,3,5,Flight,Off-Peak,4,Street Food,Luxury,338140
Paris,14,6,5,Flight,Peak,36,Street Food,Moderate,3748800
Jaipur,7,4,4,Train,Peak,12,Fine Dining,Luxury,386090
Andaman,2,8,1,Train,Peak,5,Non-Veg,Moderate,119500
Jaipur,5,6,1,Bus,Off-Peak,1,Vegetarian,Moderate,57590
Bali,9,5,2,Flight,Shoulder,21,Fine Dining,Luxury,977700
Andaman,12,4,3,Train,Off-Peak,27,Street Food,Budget,291540
Ladakh,10,1,2,Train,Off-Peak,1,Vegetarian,Moderate,38550
Jaipur,14,6,4,Bus,Off-Peak,10,Street Food,Budget,334090
Varanasi,4,7,2,Bus,Shoulder,10,Fine Dining,Luxury,240170
Manali,4,7,4,Car,Peak,2,Non-Veg,Luxury,293280
Jaipur,14,3,1,Flight,Off-Peak,11,Fine Dining,Budget,184560
Manali,3,8,5,Train,Peak,6,Fine Dining,Moderate,342540
Singapore,7,8,3,Flight,Off-Peak,21,Fine Dining,Moderate,1376690
Paris,5,3,3,Flight,Off-Peak,14,Fine Dining,Moderate,586960
Manali,3,2,5,Train,Off-Peak,6,Vegetarian,Budget,42490
Udaipur,5,1,3,Flight,Peak,9,Vegetarian,Luxury,72590
Udaipur,13,7,5,Flight,Peak,35,Fine Dining,Moderate,2036740
Ladakh,8,3,2,Flight,Peak,9,Non-Veg,Budget,129810
Ladakh,2,2,1,Flight,Peak,5,Non-Veg,Moderate,37680
Goa,10,8,4,Car,Shoulder,30,Street Food,Budget,570870
Goa,8,8,4,Flight,Off-Peak,8,Street Food,Moderate,379710
Bali,7,1,4,Flight,Shoulder,21,Street Food,Luxury,259830
Dubai,8,3,1,Flight,Shoulder,5,Vegetarian,Moderate,232690
Rishikesh,8,1,3,Flight,Shoulder,19,Non-Veg,Budget,56200
Dubai,4,7,3,Flight,Off-Peak,6,Street Food,Moderate,527460
Udaipur,6,2,5,Train,Shoulder,2,Fine Dining,Luxury,235710
Singapore,5,1,4,Flight,Shoulder,13,Vegetarian,Luxury,260590
Singapore,9,1,2,Flight,Shoulder,5,Fine Dining,Luxury,222320
Paris,11,8,1,Flight,Peak,5,Fine Dining,Luxury,2172040
Jaipur,8,3,5,Flight,Peak,15,Fine Dining,Budget,375420
Varanasi,5,2,5,Flight,Shoulder,12,Non-Veg,Moderate,111970
Andaman,14,1,2,Flight,Shoulder,37,Vegetarian,Luxury,187880
Udaipur,7,5,5,Flight,Off-Peak,8,Non-Veg,Moderate,448960
Singapore,10,5,2,Flight,Off-Peak,27,Vegetarian,Budget,716360
Udaipur,5,6,1,Train,Shoulder,15,Fine Dining,Moderate,215070
Singapore,13,6,1,Flight,Peak,11,Vegetarian,Moderate,720390
Singapore,14,2,2,Flight,Off-Peak,16,Non-Veg,Budget,263300
Varanasi,10,8,5,Train,Peak,11,Street Food,Budget,722930
Udaipur,3,8,1,Flight,Shoulder,7,Street Food,Budget,140920
Ladakh,3,3,3,Car,Off-Peak,7,Vegetarian,Moderate,64700
Andaman,6,4,5,Train,Peak,8,Street Food,Moderate,401100
Manali,14,8,4,Train,Off-Peak,28,Vegetarian,Budget,580280
Jaipur,6,6,5,Bus,Shoulder,8,Vegetarian,Luxury,530370
Singapore,5,1,2,Flight,Peak,3,Fine Dining,Luxury,168330
Paris,13,8,3,Flight,Shoulder,17,Fine Dining,Budget,1950290
Ladakh,10,5,5,Bus,Off-Peak,10,Street Food,Luxury,944260
Manali,10,2,3,Flight,Shoulder,28,Fine Dining,Budget,142010
Udaipur,11,6,5,Train,Shoulder,31,Street Food,Budget,727540
Goa,9,8,4,Flight,Shoulder,12,Fine Dining,Luxury,1026710
Andaman,7,8,2,Train,Shoulder,5,Non-Veg,Moderate,250340
Jaipur,6,6,3,Car,Off-Peak,1,Non-Veg,Luxury,177700
Rishikesh,6,7,5,Bus,Off-Peak,14,Vegetarian,Moderate,420300
Bali,13,3,4,Flight,Peak,14,Non-Veg,Moderate,698320
Udaipur,2,8,4,Bus,Shoulder,5,Fine Dining,Moderate,134930
Dubai,5,7,2,Flight,Shoulder,4,Street Food,Moderate,493370
Paris,14,8,1,Flight,Off-Peak,6,Vegetarian,Moderate,1370150
Varanasi,3,3,5,Train,Peak,3,Vegetarian,Moderate,102090
Dubai,4,5,2,Flight,Peak,4,Non-Veg,Luxury,545610
Jaipur,2,3,2,Train,Peak,3,Fine Dining,Moderate,36710
Andaman,13,1,4,Train,Shoulder,15,Vegetarian,Moderate,181460
Dubai,4,4,3,Flight,Shoulder,9,Street Food,Moderate,342270
Bali,6,2,2,Flight,Off-Peak,11,Non-Veg,Moderate,189210
Goa,2,7,3,Flight,Off-Peak,3,Fine Dining,Luxury,204630
Varanasi,5,2,1,Car,Off-Peak,13,Vegetarian,Moderate,33570
Varanasi,6,3,5,Bus,Shoulder,8,Street Food,Moderate,191810
Ladakh,4,6,3,Bus,Shoulder,9,Street Food,Luxury,226930
Udaipur,10,7,1,Train,Peak,8,Non-Veg,Budget,196700
Manali,9,1,1,Train,Off-Peak,11,Street Food,Moderate,28930
Bali,14,3,5,Flight,Shoulder,37,Street Food,Budget,948970
Rishikesh,9,4,1,Flight,Peak,26,Fine Dining,Luxury,410790
Andaman,4,2,4,Car,Off-Peak,7,Fine Dining,Moderate,78920
Goa,5,4,2,Train,Off-Peak,1,Street Food,Budget,38520
Manali,13,1,2,Train,Shoulder,22,Vegetarian,Budget,58030
Kerala,12,3,1,Flight,Shoulder,24,Fine Dining,Moderate,242510
Manali,8,5,5,Train,Peak,22,Vegetarian,Budget,570630
Ladakh,8,7,2,Bus,Shoulder,21,Vegetarian,Budget,308010
Andaman,12,8,3,Flight,Peak,15,Street Food,Budget,572230
Singapore,7,5,5,Flight,Peak,7,Vegetarian,Luxury,2037580
Rishikesh,9,3,2,Train,Peak,13,Vegetarian,Moderate,119250
Manali,6,6,4,Car,Peak,8,Non-Veg,Moderate,281660
Ladakh,13,6,5,Train,Off-Peak,30,Vegetarian,Budget,861330
Paris,3,7,4,Flight,Off-Peak,8,Non-Veg,Budget,997570
Varanasi,3,3,1,Flight,Off-Peak,3,Fine Dining,Budget,52330
Paris,4,8,1,Flight,Shoulder,10,Non-Veg,Moderate,1284240
Rishikesh,4,2,3,Train,Off-Peak,6,Fine Dining,Budget,42500
Jaipur,14,8,1,Flight,Peak,2,Street Food,Moderate,275630
Udaipur,6,2,3,Car,Shoulder,18,Street Food,Budget,66440
Kerala,8,3,3,Train,Off-Peak,18,Non-Veg,Luxury,193210
Ladakh,12,8,4,Flight,Off-Peak,28,Street Food,Moderate,827060
Singapore,6,5,2,Flight,Off-Peak,10,Non-Veg,Luxury,839160
Ladakh,11,8,5,Train,Off-Peak,25,Fine Dining,Moderate,1267430
Andaman,14,5,2,Bus,Off-Peak,42,Vegetarian,Budget,452830
Bali,2,4,3,Flight,Off-Peak,6,Vegetarian,Luxury,408280
Ladakh,9,7,1,Train,Off-Peak,2,Fine Dining,Budget,239120
Andaman,13,6,4,Flight,Shoulder,9,Fine Dining,Budget,674900
Paris,14,3,2,Flight,Shoulder,17,Non-Veg,Budget,606040
Singapore,11,4,1,Flight,Off-Peak,6,Fine Dining,Luxury,757950
Manali,12,6,2,Train,Peak,8,Street Food,Budget,196780
Andaman,6,2,3,Train,Shoulder,14,Vegetarian,Budget,79240
Rishikesh,6,3,5,Bus,Peak,11,Fine Dining,Moderate,320480
Kerala,4,4,3,Train,Off-Peak,7,Street Food,Moderate,72070
Manali,7,4,5,Flight,Peak,6,Street Food,Budget,316980
Udaipur,13,4,4,Flight,Peak,13,Non-Veg,Luxury,703640
Bali,2,1,4,Flight,Shoulder,4,Street Food,Budget,68850
Dubai,6,5,2,Flight,Shoulder,17,Street Food,Budget,469960
Paris,7,6,3,Flight,Off-Peak,2,Fine Dining,Budget,871330
Manali,8,8,5,Flight,Off-Peak,24,Vegetarian,Luxury,1024080
Varanasi,14,5,5,Flight,Peak,20,Non-Veg,Luxury,1427440
Bali,2,5,3,Flight,Peak,6,Non-Veg,Luxury,534370
Rishikesh,9,4,3,Train,Peak,27,Vegetarian,Budget,204730
Udaipur,5,5,3,Flight,Off-Peak,4,Vegetarian,Budget,126960
Andaman,6,2,2,Flight,Shoulder,9,Vegetarian,Luxury,112300
Varanasi,5,8,2,Flight,Peak,6,Vegetarian,Moderate,193640
Andaman,2,3,2,Bus,Shoulder,1,Vegetarian,Moderate,23560
Varanasi,7,6,5,Bus,Peak,19,Fine Dining,Luxury,858990
Goa,6,3,2,Bus,Off-Peak,10,Fine Dining,Moderate,107940
Manali,11,3,3,Bus,Peak,9,Fine Dining,Budget,206430
Goa,9,2,5,Flight,Peak,27,Fine Dining,Budget,275530
Paris,5,5,5,Flight,Shoulder,15,Vegetarian,Luxury,2079270
Udaipur,3,6,4,Bus,Shoulder,6,Street Food,Budget,107890
Andaman,8,4,2,Car,Off-Peak,21,Non-Veg,Moderate,230560
Goa,14,7,1,Train,Peak,5,Fine Dining,Luxury,648850
Varanasi,4,1,1,Train,Peak,6,Vegetarian,Moderate,13400
Varanasi,11,7,5,Bus,Off-Peak,27,Street Food,Moderate,694690
Ladakh,5,4,4,Flight,Off-Peak,1,Vegetarian,Budget,108730
Ladakh,14,7,1,Bus,Off-Peak,14,Non-Veg,Moderate,374610
Rishikesh,10,2,5,Train,Peak,9,Street Food,Luxury,321030
Jaipur,10,2,4,Car,Shoulder,23,Fine Dining,Budget,153420
Dubai,7,7,5,Flight,Peak,12,Vegetarian,Luxury,2337700
Varanasi,8,3,4,Train,Off-Peak,2,Vegetarian,Moderate,125120
Paris,9,3,1,Flight,Off-Peak,21,Vegetarian,Luxury,932220
Ladakh,9,3,2,Train,Shoulder,14,Fine Dining,Budget,171270
Jaipur,13,1,5,Flight,Shoulder,39,Street Food,Luxury,394750
Bali,12,6,1,Flight,Off-Peak,17,Fine Dining,Moderate,808860
Jaipur,8,8,1,Flight,Shoulder,9,Vegetarian,Moderate,226260
Rishikesh,13,7,4,Flight,Off-Peak,22,Street Food,Budget,491050
Ladakh,7,7,1,Flight,Off-Peak,12,Street Food,Budget,229360
Jaipur,14,2,5,Flight,Off-Peak,42,Street Food,Budget,248430
Kerala,2,1,2,Flight,Shoulder,4,Fine Dining,Budget,17590
Udaipur,13,8,4,Bus,Peak,13,Vegetarian,Moderate,867170
Rishikesh,9,2,5,Bus,Shoulder,4,Fine Dining,Moderate,200340
Dubai,4,1,1,Flight,Peak,5,Vegetarian,Budget,63530
Ladakh,7,6,1,Train,Shoulder,10,Vegetarian,Luxury,268440
Paris,2,4,5,Flight,Shoulder,4,Street Food,Budget,517040
Udaipur,4,5,4,Flight,Peak,1,Non-Veg,Moderate,193090
Jaipur,14,1,1,Flight,Peak,19,Non-Veg,Moderate,60970
Ladakh,11,4,1,Train,Off-Peak,18,Vegetarian,Moderate,196930
Bali,12,7,3,Flight,Shoulder,27,Street Food,Budget,912020
Udaipur,13,4,3,Flight,Off-Peak,25,Non-Veg,Budget,254810
Udaipur,14,6,4,Flight,Peak,9,Non-Veg,Budget,607900
Ladakh,2,6,4,Train,Shoulder,1,Non-Veg,Moderate,70210
Varanasi,10,1,3,Flight,Off-Peak,28,Non-Veg,Luxury,96610
Goa,7,2,4,Flight,Peak,18,Vegetarian,Budget,114500
Kerala,9,5,3,Train,Off-Peak,2,Street Food,Budget,128940
Varanasi,4,8,4,Train,Off-Peak,5,Fine Dining,Moderate,202230
Kerala,4,5,5,Flight,Off-Peak,9,Street Food,Budget,216510
Jaipur,9,4,4,Flight,Shoulder,2,Non-Veg,Budget,204840
Manali,10,1,2,Flight,Shoulder,21,Vegetarian,Moderate,62020
Bali,14,4,5,Flight,Shoulder,1,Street Food,Budget,753090
Udaipur,14,2,5,Train,Off-Peak,8,Vegetarian,Luxury,416070
Bali,4,6,4,Flight,Off-Peak,11,Non-Veg,Moderate,596450
Andaman,10,4,3,Flight,Peak,8,Fine Dining,Budget,287920
Jaipur,14,2,5,Flight,Off-Peak,41,Vegetarian,Moderate,277460
Varanasi,3,4,2,Flight,Peak,8,Vegetarian,Moderate,74680
Goa,10,6,4,Flight,Off-Peak,9,Vegetarian,Moderate,371460
Ladakh,12,8,5,Flight,Peak,13,Vegetarian,Moderate,1728340
Varanasi,14,7,3,Flight,Peak,10,Street Food,Moderate,435810
Udaipur,11,5,1,Train,Shoulder,2,Non-Veg,Budget,130490
Udaipur,6,5,5,Train,Off-Peak,17,Street Food,Budget,326140
Jaipur,5,2,2,Flight,Off-Peak,5,Vegetarian,Budget,38980
Andaman,6,2,1,Bus,Peak,8,Non-Veg,Moderate,59110
Udaipur,7,4,1,Train,Off-Peak,2,Fine Dining,Moderate,126780
Andaman,5,2,1,Flight,Off-Peak,10,Street Food,Luxury,91190
Andaman,14,2,2,Flight,Shoulder,3,Street Food,Moderate,89470
Ladakh,9,5,5,Flight,Off-Peak,10,Street Food,Luxury,891260
Rishikesh,11,5,5,Flight,Peak,30,Vegetarian,Luxury,1272390
Singapore,3,1,1,Flight,Shoulder,8,Vegetarian,Budget,78060
Singapore,5,8,3,Flight,Off-Peak,15,Fine Dining,Luxury,1494270
Jaipur,2,8,5,Flight,Peak,4,Vegetarian,Luxury,306590
Andaman,2,1,3,Train,Peak,1,Fine Dining,Moderate,17330
Singapore,7,6,5,Flight,Shoulder,15,Fine Dining,Budget,1181530
Dubai,12,5,5,Flight,Off-Peak,27,Fine Dining,Moderate,1696780
Jaipur,11,2,4,Bus,Peak,14,Non-Veg,Moderate,161190
Goa,14,1,3,Train,Off-Peak,38,Non-Veg,Moderate,107250
Varanasi,5,7,1,Car,Off-Peak,8,Street Food,Budget,79140
Udaipur,5,5,4,Train,Peak,5,Street Food,Luxury,323610
Jaipur,14,6,5,Flight,Shoulder,16,Non-Veg,Moderate,967290
Andaman,10,8,1,Flight,Peak,30,Non-Veg,Moderate,657800
Singapore,3,8,5,Flight,Shoulder,8,Vegetarian,Moderate,942280
Varanasi,10,2,4,Bus,Shoulder,15,Non-Veg,Budget,100640
Manali,8,3,3,Flight,Off-Peak,19,Non-Veg,Moderate,163250
Andaman,6,7,2,Bus,Off-Peak,15,Vegetarian,Budget,249940
Dubai,12,6,3,Flight,Shoulder,1,Non-Veg,Luxury,959110
Ladakh,12,3,4,Train,Peak,35,Street Food,Moderate,530000
Bali,4,6,3,Flight,Peak,10,Vegetarian,Moderate,513480
Kerala,8,1,1,Flight,Peak,4,Vegetarian,Budget,29970
Andaman,3,7,1,Bus,Shoulder,4,Fine Dining,Moderate,143810
Paris,11,2,2,Flight,Peak,15,Vegetarian,Budget,377490
Rishikesh,10,3,2,Train,Shoulder,22,Street Food,Luxury,214390
Singapore,12,7,4,Flight,Peak,13,Non-Veg,Budget,1475830
Dubai,6,2,4,Flight,Off-Peak,15,Non-Veg,Luxury,376090
Varanasi,7,7,1,Train,Peak,3,Non-Veg,Budget,106250
Jaipur,14,2,5,Train,Shoulder,19,Vegetarian,Moderate,293470
Dubai,12,4,1,Flight,Peak,13,Street Food,Moderate,429640
Paris,12,7,5,Flight,Peak,28,Non-Veg,Moderate,4386980
Bali,11,2,4,Flight,Shoulder,28,Fine Dining,Budget,356920
Kerala,5,2,5,Train,Off-Peak,3,Fine Dining,Budget,94840
Rishikesh,4,7,4,Car,Peak,7,Non-Veg,Moderate,242840
Bali,11,6,2,Flight,Peak,21,Non-Veg,Luxury,1143850
Ladakh,6,5,5,Flight,Peak,14,Street Food,Luxury,865960
Manali,3,5,2,Flight,Shoulder,5,Vegetarian,Luxury,145490
Goa,7,8,4,Flight,Shoulder,11,Fine Dining,Luxury,821340
Singapore,13,1,4,Flight,Off-Peak,11,Street Food,Luxury,398350
Bali,2,3,3,Flight,Off-Peak,1,Non-Veg,Budget,169040
Ladakh,8,4,4,Flight,Shoulder,6,Street Food,Moderate,259930
Jaipur,4,4,3,Train,Peak,9,Vegetarian,Budget,74140
Varanasi,12,8,4,Bus,Off-Peak,30,Non-Veg,Luxury,800670
Udaipur,11,6,3,Flight,Off-Peak,10,Fine Dining,Luxury,638840
Dubai,3,2,1,Flight,Shoulder,4,Street Food,Moderate,113380
Paris,10,7,2,Flight,Shoulder,13,Street Food,Moderate,1325200
Kerala,7,5,2,Flight,Peak,1,Vegetarian,Moderate,151950
Jaipur,2,3,5,Car,Off-Peak,3,Non-Veg,Luxury,79280
Kerala,14,2,1,Bus,Off-Peak,34,Non-Veg,Budget,93040
Udaipur,5,7,3,Bus,Shoulder,9,Fine Dining,Budget,215630
Udaipur,4,1,1,Train,Peak,9,Fine Dining,Budget,25100
Ladakh,12,2,4,Train,Peak,32,Street Food,Budget,236520
Varanasi,3,3,5,Train,Shoulder,6,Fine Dining,Budget,92270
Goa,2,6,1,Flight,Peak,5,Fine Dining,Luxury,181410
Ladakh,13,3,2,Flight,Peak,14,Vegetarian,Budget,187050
Goa,9,3,2,Flight,Peak,5,Non-Veg,Budget,118370
Jaipur,12,5,2,Bus,Off-Peak,18,Non-Veg,Moderate,219810
Jaipur,11,2,4,Bus,Peak,2,Vegetarian,Moderate,145360
Jaipur,3,7,4,Train,Off-Peak,8,Fine Dining,Budget,146410
Goa,6,6,3,Car,Peak,1,Street Food,Budget,126090
Ladakh,11,8,1,Flight,Off-Peak,19,Fine Dining,Luxury,875570
Goa,3,6,1,Train,Shoulder,3,Street Food,Luxury,76200
Goa,11,3,3,Flight,Shoulder,1,Fine Dining,Budget,197130
Singapore,8,7,1,Flight,Off-Peak,24,Non-Veg,Budget,867430
Kerala,13,6,3,Flight,Peak,11,Non-Veg,Luxury,675220
Rishikesh,2,6,5,Bus,Peak,4,Street Food,Luxury,155720
Varanasi,6,1,3,Train,Shoulder,6,Fine Dining,Luxury,64290
Jaipur,11,6,1,Bus,Peak,8,Fine Dining,Budget,265760
Varanasi,10,7,2,Train,Off-Peak,18,Non-Veg,Moderate,230120
Manali,9,5,5,Train,Peak,1,Fine Dining,Moderate,748040
Rishikesh,14,1,5,Train,Off-Peak,28,Vegetarian,Moderate,226320
Kerala,4,4,3,Car,Shoulder,12,Fine Dining,Luxury,198160
Bali,4,1,3,Flight,Off-Peak,6,Street Food,Moderate,83380
Udaipur,11,2,1,Train,Shoulder,15,Vegetarian,Luxury,103380
Varanasi,9,7,2,Flight,Shoulder,11,Vegetarian,Budget,215480
Goa,10,6,5,Train,Peak,26,Vegetarian,Moderate,936340
Kerala,4,2,2,Flight,Off-Peak,9,Street Food,Budget,36970
Rishikesh,5,5,4,Flight,Off-Peak,2,Non-Veg,Luxury,242280
Bali,10,4,1,Flight,Off-Peak,30,Street Food,Moderate,496380
Manali,13,2,2,Train,Off-Peak,39,Street Food,Luxury,178280
Bali,4,8,1,Flight,Off-Peak,6,Street Food,Budget,521790
Jaipur,5,8,5,Bus,Off-Peak,6,Non-Veg,Luxury,480480
Dubai,10,7,5,Flight,Off-Peak,4,Fine Dining,Budget,1386860
Udaipur,8,4,1,Train,Off-Peak,1,Vegetarian,Moderate,64240
Bali,6,5,3,Flight,Shoulder,15,Fine Dining,Moderate,586580
Goa,9,7,5,Car,Peak,24,Street Food,Budget,885930
Singapore,7,5,2,Flight,Shoulder,15,Fine Dining,Luxury,995750
Andaman,2,5,2,Flight,Off-Peak,5,Non-Veg,Luxury,156570
Dubai,12,1,4,Flight,Off-Peak,28,Fine Dining,Luxury,436000
Udaipur,10,4,4,Flight,Off-Peak,26,Vegetarian,Moderate,326770
Ladakh,5,5,1,Train,Off-Peak,4,Vegetarian,Moderate,85250
Manali,14,8,4,Car,Peak,41,Non-Veg,Moderate,1070060
Dubai,12,1,4,Flight,Off-Peak,35,Non-Veg,Moderate,288370
Kerala,5,4,5,Flight,Peak,4,Non-Veg,Moderate,296960
Bali,7,3,5,Flight,Shoulder,2,Non-Veg,Budget,415890
Kerala,12,7,3,Flight,Shoulder,16,Fine Dining,Luxury,938040
Varanasi,14,2,3,Train,Peak,17,Vegetarian,Budget,92980
Kerala,5,5,4,Train,Shoulder,7,Fine Dining,Budget,203770
Paris,7,6,3,Flight,Shoulder,15,Vegetarian,Budget,989550
Andaman,3,8,3,Flight,Shoulder,5,Fine Dining,Moderate,260130
Singapore,9,7,1,Flight,Peak,4,Non-Veg,Luxury,1039510
Dubai,4,8,1,Flight,Shoulder,6,Vegetarian,Moderate,560980
Manali,4,3,2,Car,Off-Peak,11,Non-Veg,Luxury,101640
Goa,7,7,3,Flight,Off-Peak,12,Non-Veg,Luxury,410220
Ladakh,7,6,3,Bus,Shoulder,19,Fine Dining,Budget,326270
Andaman,5,6,4,Flight,Shoulder,8,Fine Dining,Budget,299860
Kerala,9,7,2,Train,Off-Peak,2,Fine Dining,Luxury,452270
Goa,2,3,2,Flight,Shoulder,6,Non-Veg,Moderate,60170
Bali,2,3,2,Flight,Peak,1,Street Food,Moderate,199850
Dubai,2,7,1,Flight,Shoulder,5,Vegetarian,Moderate,437150
Udaipur,2,2,3,Train,Peak,1,Vegetarian,Budget,15330
Jaipur,6,5,5,Flight,Shoulder,16,Non-Veg,Budget,348610
Paris,3,4,2,Flight,Off-Peak,4,Vegetarian,Luxury,795860
Bali,8,3,1,Flight,Peak,11,Non-Veg,Budget,251070
Kerala,4,7,1,Bus,Off-Peak,3,Non-Veg,Luxury,116840
Udaipur,9,5,2,Train,Peak,11,Fine Dining,Luxury,435350
Udaipur,13,8,2,Bus,Peak,4,Street Food,Budget,257760
Paris,12,1,1,Flight,Peak,27,Vegetarian,Moderate,256940
Paris,8,6,5,Flight,Off-Peak,11,Non-Veg,Luxury,2637450
Udaipur,8,1,5,Flight,Off-Peak,1,Street Food,Moderate,137110
Paris,12,5,3,Flight,Peak,24,Street Food,Budget,1260590
Udaipur,13,5,4,Train,Off-Peak,17,Vegetarian,Moderate,433780
Paris,13,5,4,Flight,Shoulder,31,Street Food,Moderate,1996890
Goa,8,2,2,Car,Off-Peak,17,Street Food,Budget,57250
Kerala,8,1,5,Flight,Peak,13,Vegetarian,Luxury,320040
Andaman,6,2,4,Flight,Shoulder,7,Street Food,Budget,93900
Andaman,2,6,4,Train,Shoulder,5,Vegetarian,Budget,89230
Dubai,8,7,3,Flight,Shoulder,19,Fine Dining,Luxury,1430360
Udaipur,11,4,1,Bus,Shoulder,9,Fine Dining,Budget,189030
